schema_version,baseline_id,baseline_source_head,relative_path,size_bytes,sha256,evidence_class,governance_source,approved_for_presence_during_formal_run,presence_policy
1,Solar_LSTM_A2_approved_untracked_v1,424374766d7284c7927cbeb7f17f8a3aa8036d39,notebook/執行紀錄/Phase_IV_B_Audit_20260821T041718Z_seed1234/reports/Solar Energy Result/Linear_Formal/Experiment_B/20260821T041718Z_seed1234/source_candidates/SRC_lr1e-4/access_log.json,3664,4586c07df15b4b984bfdda3507063d70f4f7b2147badd4919bc8c62d0a44c434,GOVERNED_RETAINED_EVIDENCE,step6_decision:reports/governance/Solar_LSTM_Step6_notebook_archive_duplicate_decisions.csv@sha256:ed29cc04e4b1683a9ea8823c380b41308d1d7d479813fd6e5d482dd261531e3d; disposition=KEEP_IN_REPOSITORY_ARCHIVE_ONLY,true,required
1,Solar_LSTM_A2_approved_untracked_v1,424374766d7284c7927cbeb7f17f8a3aa8036d39,notebook/執行紀錄/Phase_IV_B_Audit_20260821T041718Z_seed1234/reports/Solar Energy Result/Linear_Formal/Experiment_B/20260821T041718Z_seed1234/source_candidates/SRC_lr1e-4/best_checkpoint.json,554,4457fc31c29982b70a3345b8b780254454a8c323f2ec4bc79a670198a0068c4a,GOVERNED_RETAINED_EVIDENCE,step6_decision:reports/governance/Solar_LSTM_Step6_notebook_archive_duplicate_decisions.csv@sha256:ed29cc04e4b1683a9ea8823c380b41308d1d7d479813fd6e5d482dd261531e3d; disposition=KEEP_IN_REPOSITORY_ARCHIVE_ONLY,true,required
1,Solar_LSTM_A2_approved_untracked_v1,424374766d7284c7927cbeb7f17f8a3aa8036d39,notebook/執行紀錄/Phase_IV_B_Audit_20260821T041718Z_seed1234/reports/Solar Energy Result/Linear_Formal/Experiment_B/20260821T041718Z_seed1234/source_candidates/SRC_lr1e-4/candidate_manifest.json,560,ba224ccffc2ed971ba9685437ce94ab52327e68479fc4abefcc3c2d44020ae2b,GOVERNED_RETAINED_EVIDENCE,step6_decision:reports/governance/Solar_LSTM_Step6_notebook_archive_duplicate_decisions.csv@sha256:ed29cc04e4b1683a9ea8823c380b41308d1d7d479813fd6e5d482dd261531e3d; disposition=KEEP_IN_REPOSITORY_ARCHIVE_ONLY,true,required
1,Solar_LSTM_A2_approved_untracked_v1,424374766d7284c7927cbeb7f17f8a3aa8036d39,notebook/執行紀錄/Phase_IV_B_Audit_20260821T041718Z_seed1234/reports/Solar Energy Result/Linear_Formal/Experiment_B/20260821T041718Z_seed1234/source_candidates/SRC_lr1e-4/history.csv,125440,c070831ac1fec08825bba579059842536369425aab45e31924c4539a0c179e43,GOVERNED_RETAINED_EVIDENCE,step6_decision:reports/governance/Solar_LSTM_Step6_notebook_archive_duplicate_decisions.csv@sha256:ed29cc04e4b1683a9ea8823c380b41308d1d7d479813fd6e5d482dd261531e3d; disposition=KEEP_IN_REPOSITORY_ARCHIVE_ONLY,true,required
1,Solar_LSTM_A2_approved_untracked_v1,424374766d7284c7927cbeb7f17f8a3aa8036d39,notebook/執行紀錄/Phase_IV_B_Audit_20260821T041718Z_seed1234/reports/Solar Energy Result/Linear_Formal/Experiment_B/20260821T041718Z_seed1234/source_candidates/SRC_lr1e-4/learning_rate_history.csv,13413,07560ab0de6de47503dee321e1e52be31cb6140b43f064c2003534f79a722be1,GOVERNED_RETAINED_EVIDENCE,step6_decision:reports/governance/Solar_LSTM_Step6_notebook_archive_duplicate_decisions.csv@sha256:ed29cc04e4b1683a9ea8823c380b41308d1d7d479813fd6e5d482dd261531e3d; disposition=KEEP_IN_REPOSITORY_ARCHIVE_ONLY,true,required
1,Solar_LSTM_A2_approved_untracked_v1,424374766d7284c7927cbeb7f17f8a3aa8036d39,notebook/執行紀錄/Phase_IV_B_Audit_20260821T041718Z_seed1234/reports/Solar Energy Result/Linear_Formal/Experiment_B/20260821T041718Z_seed1234/source_candidates/SRC_lr1e-4/validation_metrics_original_scale.json,409,22500bea974dc34b0c0eb833f2bfa79dc454f7ff66135b6708aee1779694c7dd,GOVERNED_RETAINED_EVIDENCE,step6_decision:reports/governance/Solar_LSTM_Step6_notebook_archive_duplicate_decisions.csv@sha256:ed29cc04e4b1683a9ea8823c380b41308d1d7d479813fd6e5d482dd261531e3d; disposition=KEEP_IN_REPOSITORY_ARCHIVE_ONLY,true,required
1,Solar_LSTM_A2_approved_untracked_v1,424374766d7284c7927cbeb7f17f8a3aa8036d39,notebook/執行紀錄/Phase_IV_B_Audit_20260821T041718Z_seed1234/reports/Solar Energy Result/Linear_Formal/Experiment_B/20260821T041718Z_seed1234/source_candidates/SRC_lr3e-5/access_log.json,3664,4586c07df15b4b984bfdda3507063d70f4f7b2147badd4919bc8c62d0a44c434,GOVERNED_RETAINED_EVIDENCE,step6_decision:reports/governance/Solar_LSTM_Step6_notebook_archive_duplicate_decisions.csv@sha256:ed29cc04e4b1683a9ea8823c380b41308d1d7d479813fd6e5d482dd261531e3d; disposition=KEEP_IN_REPOSITORY_ARCHIVE_ONLY,true,required
1,Solar_LSTM_A2_approved_untracked_v1,424374766d7284c7927cbeb7f17f8a3aa8036d39,notebook/執行紀錄/Phase_IV_B_Audit_20260821T041718Z_seed1234/reports/Solar Energy Result/Linear_Formal/Experiment_B/20260821T041718Z_seed1234/source_candidates/SRC_lr3e-5/best_checkpoint.json,554,9bbc025433789b863ea6a2530c96d126353da3cf6a79e26fc0a42ad3c175e5b1,GOVERNED_RETAINED_EVIDENCE,step6_decision:reports/governance/Solar_LSTM_Step6_notebook_archive_duplicate_decisions.csv@sha256:ed29cc04e4b1683a9ea8823c380b41308d1d7d479813fd6e5d482dd261531e3d; disposition=KEEP_IN_REPOSITORY_ARCHIVE_ONLY,true,required
1,Solar_LSTM_A2_approved_untracked_v1,424374766d7284c7927cbeb7f17f8a3aa8036d39,notebook/執行紀錄/Phase_IV_B_Audit_20260821T041718Z_seed1234/reports/Solar Energy Result/Linear_Formal/Experiment_B/20260821T041718Z_seed1234/source_candidates/SRC_lr3e-5/candidate_manifest.json,559,a7713e19b88d8559c5f8378ef09a1901ff12335ec5bab2a79694fb390050dbed,GOVERNED_RETAINED_EVIDENCE,step6_decision:reports/governance/Solar_LSTM_Step6_notebook_archive_duplicate_decisions.csv@sha256:ed29cc04e4b1683a9ea8823c380b41308d1d7d479813fd6e5d482dd261531e3d; disposition=KEEP_IN_REPOSITORY_ARCHIVE_ONLY,true,required
1,Solar_LSTM_A2_approved_untracked_v1,424374766d7284c7927cbeb7f17f8a3aa8036d39,notebook/執行紀錄/Phase_IV_B_Audit_20260821T041718Z_seed1234/reports/Solar Energy Result/Linear_Formal/Experiment_B/20260821T041718Z_seed1234/source_candidates/SRC_lr3e-5/history.csv,125494,be5e721cc96e2c4705ad1e8cf2027f438a8886bfcabeef0394a1febcee3a7113,GOVERNED_RETAINED_EVIDENCE,step6_decision:reports/governance/Solar_LSTM_Step6_notebook_archive_duplicate_decisions.csv@sha256:ed29cc04e4b1683a9ea8823c380b41308d1d7d479813fd6e5d482dd261531e3d; disposition=KEEP_IN_REPOSITORY_ARCHIVE_ONLY,true,required
1,Solar_LSTM_A2_approved_untracked_v1,424374766d7284c7927cbeb7f17f8a3aa8036d39,notebook/執行紀錄/Phase_IV_B_Audit_20260821T041718Z_seed1234/reports/Solar Energy Result/Linear_Formal/Experiment_B/20260821T041718Z_seed1234/source_candidates/SRC_lr3e-5/learning_rate_history.csv,13913,0d1a298d4d9941d59fccb07ccd19589c69187375f3576b5d0962ebaf3fa747d8,GOVERNED_RETAINED_EVIDENCE,step6_decision:reports/governance/Solar_LSTM_Step6_notebook_archive_duplicate_decisions.csv@sha256:ed29cc04e4b1683a9ea8823c380b41308d1d7d479813fd6e5d482dd261531e3d; disposition=KEEP_IN_REPOSITORY_ARCHIVE_ONLY,true,required
1,Solar_LSTM_A2_approved_untracked_v1,424374766d7284c7927cbeb7f17f8a3aa8036d39,notebook/執行紀錄/Phase_IV_B_Audit_20260821T041718Z_seed1234/reports/Solar Energy Result/Linear_Formal/Experiment_B/20260821T041718Z_seed1234/source_candidates/SRC_lr3e-5/validation_metrics_original_scale.json,408,4f6ecbc40972a637a0db5c56beb33cfb240d382dd931eed659da1e3e5aa9c9d8,GOVERNED_RETAINED_EVIDENCE,step6_decision:reports/governance/Solar_LSTM_Step6_notebook_archive_duplicate_decisions.csv@sha256:ed29cc04e4b1683a9ea8823c380b41308d1d7d479813fd6e5d482dd261531e3d; disposition=KEEP_IN_REPOSITORY_ARCHIVE_ONLY,true,required
1,Solar_LSTM_A2_approved_untracked_v1,424374766d7284c7927cbeb7f17f8a3aa8036d39,notebook/執行紀錄/Phase_IV_B_Audit_20260821T041718Z_seed1234/reports/Solar Energy Result/Linear_Formal/Experiment_B/20260821T041718Z_seed1234/target_partial_ft_candidates/PFT_lr1e-5/access_log.json,3529,4ef606aac5878ec063024a37f3f51be8213952999da63b0e88fbc98f5279b1a4,GOVERNED_RETAINED_EVIDENCE,step6_decision:reports/governance/Solar_LSTM_Step6_notebook_archive_duplicate_decisions.csv@sha256:ed29cc04e4b1683a9ea8823c380b41308d1d7d479813fd6e5d482dd261531e3d; disposition=KEEP_IN_REPOSITORY_ARCHIVE_ONLY,true,required
1,Solar_LSTM_A2_approved_untracked_v1,424374766d7284c7927cbeb7f17f8a3aa8036d39,notebook/執行紀錄/Phase_IV_B_Audit_20260821T041718Z_seed1234/reports/Solar Energy Result/Linear_Formal/Experiment_B/20260821T041718Z_seed1234/target_partial_ft_candidates/PFT_lr1e-5/best_checkpoint.json,564,52edf0a4d43a57a33b3c58560dbb13b7376bf0dac5f3bde9cc3c55634f445431,GOVERNED_RETAINED_EVIDENCE,step6_decision:reports/governance/Solar_LSTM_Step6_notebook_archive_duplicate_decisions.csv@sha256:ed29cc04e4b1683a9ea8823c380b41308d1d7d479813fd6e5d482dd261531e3d; disposition=KEEP_IN_REPOSITORY_ARCHIVE_ONLY,true,required
1,Solar_LSTM_A2_approved_untracked_v1,424374766d7284c7927cbeb7f17f8a3aa8036d39,notebook/執行紀錄/Phase_IV_B_Audit_20260821T041718Z_seed1234/reports/Solar Energy Result/Linear_Formal/Experiment_B/20260821T041718Z_seed1234/target_partial_ft_candidates/PFT_lr1e-5/candidate_manifest.json,791,98961f62a404ee55b18c6af12520ed04aeef9044a1c5b34739cfa4b11d2ade72,GOVERNED_RETAINED_EVIDENCE,step6_decision:reports/governance/Solar_LSTM_Step6_notebook_archive_duplicate_decisions.csv@sha256:ed29cc04e4b1683a9ea8823c380b41308d1d7d479813fd6e5d482dd261531e3d; disposition=KEEP_IN_REPOSITORY_ARCHIVE_ONLY,true,required
1,Solar_LSTM_A2_approved_untracked_v1,424374766d7284c7927cbeb7f17f8a3aa8036d39,notebook/執行紀錄/Phase_IV_B_Audit_20260821T041718Z_seed1234/reports/Solar Energy Result/Linear_Formal/Experiment_B/20260821T041718Z_seed1234/target_partial_ft_candidates/PFT_lr1e-5/history.csv,16522,9c4c15028bc17ba509d490102db132fcf3f8d5ac8368458fcfb015c4692edefb,GOVERNED_RETAINED_EVIDENCE,step6_decision:reports/governance/Solar_LSTM_Step6_notebook_archive_duplicate_decisions.csv@sha256:ed29cc04e4b1683a9ea8823c380b41308d1d7d479813fd6e5d482dd261531e3d; disposition=KEEP_IN_REPOSITORY_ARCHIVE_ONLY,true,required
1,Solar_LSTM_A2_approved_untracked_v1,424374766d7284c7927cbeb7f17f8a3aa8036d39,notebook/執行紀錄/Phase_IV_B_Audit_20260821T041718Z_seed1234/reports/Solar Energy Result/Linear_Formal/Experiment_B/20260821T041718Z_seed1234/target_partial_ft_candidates/PFT_lr1e-5/learning_rate_history.csv,1738,e099f1aaab327dad6318971b569809e16795af7f558b9f3e1195782f26a41315,GOVERNED_RETAINED_EVIDENCE,step6_decision:reports/governance/Solar_LSTM_Step6_notebook_archive_duplicate_decisions.csv@sha256:ed29cc04e4b1683a9ea8823c380b41308d1d7d479813fd6e5d482dd261531e3d; disposition=KEEP_IN_REPOSITORY_ARCHIVE_ONLY,true,required
1,Solar_LSTM_A2_approved_untracked_v1,424374766d7284c7927cbeb7f17f8a3aa8036d39,notebook/執行紀錄/Phase_IV_B_Audit_20260821T041718Z_seed1234/reports/Solar Energy Result/Linear_Formal/Experiment_B/20260821T041718Z_seed1234/target_partial_ft_candidates/PFT_lr1e-5/validation_metrics_original_scale.json,408,6e02e8ad4f1a30c2313c9aaaaf6fbb3864daa794f0c901c4758ad494c823dd04,GOVERNED_RETAINED_EVIDENCE,step6_decision:reports/governance/Solar_LSTM_Step6_notebook_archive_duplicate_decisions.csv@sha256:ed29cc04e4b1683a9ea8823c380b41308d1d7d479813fd6e5d482dd261531e3d; disposition=KEEP_IN_REPOSITORY_ARCHIVE_ONLY,true,required
1,Solar_LSTM_A2_approved_untracked_v1,424374766d7284c7927cbeb7f17f8a3aa8036d39,notebook/執行紀錄/Phase_IV_B_Audit_20260821T041718Z_seed1234/reports/Solar Energy Result/Linear_Formal/Experiment_B/20260821T041718Z_seed1234/target_partial_ft_candidates/PFT_lr3e-5/access_log.json,3529,4ef606aac5878ec063024a37f3f51be8213952999da63b0e88fbc98f5279b1a4,GOVERNED_RETAINED_EVIDENCE,step6_decision:reports/governance/Solar_LSTM_Step6_notebook_archive_duplicate_decisions.csv@sha256:ed29cc04e4b1683a9ea8823c380b41308d1d7d479813fd6e5d482dd261531e3d; disposition=KEEP_IN_REPOSITORY_ARCHIVE_ONLY,true,required
1,Solar_LSTM_A2_approved_untracked_v1,424374766d7284c7927cbeb7f17f8a3aa8036d39,notebook/執行紀錄/Phase_IV_B_Audit_20260821T041718Z_seed1234/reports/Solar Energy Result/Linear_Formal/Experiment_B/20260821T041718Z_seed1234/target_partial_ft_candidates/PFT_lr3e-5/best_checkpoint.json,563,4ecd6f7c549e41b0916517532c5baad32390a949b60be10998ed24566d098e45,GOVERNED_RETAINED_EVIDENCE,step6_decision:reports/governance/Solar_LSTM_Step6_notebook_archive_duplicate_decisions.csv@sha256:ed29cc04e4b1683a9ea8823c380b41308d1d7d479813fd6e5d482dd261531e3d; disposition=KEEP_IN_REPOSITORY_ARCHIVE_ONLY,true,required
1,Solar_LSTM_A2_approved_untracked_v1,424374766d7284c7927cbeb7f17f8a3aa8036d39,notebook/執行紀錄/Phase_IV_B_Audit_20260821T041718Z_seed1234/reports/Solar Energy Result/Linear_Formal/Experiment_B/20260821T041718Z_seed1234/target_partial_ft_candidates/PFT_lr3e-5/candidate_manifest.json,790,bfaef9c81f2e732ba21a4bedda6b870a913c24a1a48c8ed9ac47ddd977978534,GOVERNED_RETAINED_EVIDENCE,step6_decision:reports/governance/Solar_LSTM_Step6_notebook_archive_duplicate_decisions.csv@sha256:ed29cc04e4b1683a9ea8823c380b41308d1d7d479813fd6e5d482dd261531e3d; disposition=KEEP_IN_REPOSITORY_ARCHIVE_ONLY,true,required
1,Solar_LSTM_A2_approved_untracked_v1,424374766d7284c7927cbeb7f17f8a3aa8036d39,notebook/執行紀錄/Phase_IV_B_Audit_20260821T041718Z_seed1234/reports/Solar Energy Result/Linear_Formal/Experiment_B/20260821T041718Z_seed1234/target_partial_ft_candidates/PFT_lr3e-5/history.csv,13571,7024b6e75edab9db5b204f1f253c54b868925948d653be201780d74c60aa4157,GOVERNED_RETAINED_EVIDENCE,step6_decision:reports/governance/Solar_LSTM_Step6_notebook_archive_duplicate_decisions.csv@sha256:ed29cc04e4b1683a9ea8823c380b41308d1d7d479813fd6e5d482dd261531e3d; disposition=KEEP_IN_REPOSITORY_ARCHIVE_ONLY,true,required
1,Solar_LSTM_A2_approved_untracked_v1,424374766d7284c7927cbeb7f17f8a3aa8036d39,notebook/執行紀錄/Phase_IV_B_Audit_20260821T041718Z_seed1234/reports/Solar Energy Result/Linear_Formal/Experiment_B/20260821T041718Z_seed1234/target_partial_ft_candidates/PFT_lr3e-5/learning_rate_history.csv,1470,a1de1fb032d8d27d5899bfa1ad06fa6578b79e26505173a59a031afdcbb14b79,GOVERNED_RETAINED_EVIDENCE,step6_decision:reports/governance/Solar_LSTM_Step6_notebook_archive_duplicate_decisions.csv@sha256:ed29cc04e4b1683a9ea8823c380b41308d1d7d479813fd6e5d482dd261531e3d; disposition=KEEP_IN_REPOSITORY_ARCHIVE_ONLY,true,required
1,Solar_LSTM_A2_approved_untracked_v1,424374766d7284c7927cbeb7f17f8a3aa8036d39,notebook/執行紀錄/Phase_IV_B_Audit_20260821T041718Z_seed1234/reports/Solar Energy Result/Linear_Formal/Experiment_B/20260821T041718Z_seed1234/target_partial_ft_candidates/PFT_lr3e-5/validation_metrics_original_scale.json,406,d37d2edd9867ce6bdf788760d0b23e96184dc48fde6fd48dabe80750accde37d,GOVERNED_RETAINED_EVIDENCE,step6_decision:reports/governance/Solar_LSTM_Step6_notebook_archive_duplicate_decisions.csv@sha256:ed29cc04e4b1683a9ea8823c380b41308d1d7d479813fd6e5d482dd261531e3d; disposition=KEEP_IN_REPOSITORY_ARCHIVE_ONLY,true,required
1,Solar_LSTM_A2_approved_untracked_v1,424374766d7284c7927cbeb7f17f8a3aa8036d39,notebook/執行紀錄/Phase_IV_B_Audit_20260821T041718Z_seed1234/reports/Solar Energy Result/Linear_Formal/Experiment_B/20260821T041718Z_seed1234/target_wotl_candidates/WOTL_lr1e-4/access_log.json,3529,4ef606aac5878ec063024a37f3f51be8213952999da63b0e88fbc98f5279b1a4,GOVERNED_RETAINED_EVIDENCE,step6_decision:reports/governance/Solar_LSTM_Step6_notebook_archive_duplicate_decisions.csv@sha256:ed29cc04e4b1683a9ea8823c380b41308d1d7d479813fd6e5d482dd261531e3d; disposition=KEEP_IN_REPOSITORY_ARCHIVE_ONLY,true,required
1,Solar_LSTM_A2_approved_untracked_v1,424374766d7284c7927cbeb7f17f8a3aa8036d39,notebook/執行紀錄/Phase_IV_B_Audit_20260821T041718Z_seed1234/reports/Solar Energy Result/Linear_Formal/Experiment_B/20260821T041718Z_seed1234/target_wotl_candidates/WOTL_lr1e-4/best_checkpoint.json,560,a6921950601cc2b2cb9c57e8bfbf7d92a6bbd9b68d4d16caf27a6e39e5d5d4de,GOVERNED_RETAINED_EVIDENCE,step6_decision:reports/governance/Solar_LSTM_Step6_notebook_archive_duplicate_decisions.csv@sha256:ed29cc04e4b1683a9ea8823c380b41308d1d7d479813fd6e5d482dd261531e3d; disposition=KEEP_IN_REPOSITORY_ARCHIVE_ONLY,true,required
1,Solar_LSTM_A2_approved_untracked_v1,424374766d7284c7927cbeb7f17f8a3aa8036d39,notebook/執行紀錄/Phase_IV_B_Audit_20260821T041718Z_seed1234/reports/Solar Energy Result/Linear_Formal/Experiment_B/20260821T041718Z_seed1234/target_wotl_candidates/WOTL_lr1e-4/candidate_manifest.json,559,0d07d4e5284d0a46650abd2de0bf056e391581e768a8d16aee28a1310fe47f7c,GOVERNED_RETAINED_EVIDENCE,step6_decision:reports/governance/Solar_LSTM_Step6_notebook_archive_duplicate_decisions.csv@sha256:ed29cc04e4b1683a9ea8823c380b41308d1d7d479813fd6e5d482dd261531e3d; disposition=KEEP_IN_REPOSITORY_ARCHIVE_ONLY,true,required
